date,close,change,change_pct,per,pbr,dividend_yield_pct
2016-12-22,2035.73,-2.23,-0.11,13.98,1,1.52
2016-12-23,2035.9,0.17,0.01,13.98,1,1.52
2016-12-26,2037.75,1.85,0.09,13.99,1,1.52
2016-12-27,2042.17,4.42,0.22,14.03,1,1.51
2016-12-28,2024.49,-17.68,-0.87,13.91,1,1.53
2016-12-29,2026.46,1.97,0.1,13.92,1,1.52
2017-01-02,2026.16,-0.3,-0.01,13.92,1,1.52
2017-01-03,2043.97,17.81,0.88,14.04,1.01,1.51
2017-01-04,2045.64,1.67,0.08,14.05,1.01,1.51
2017-01-05,2041.95,-3.69,-0.18,14.03,1,1.51
2017-01-06,2049.12,7.17,0.35,14.08,1.01,1.51
2017-01-09,2048.78,-0.34,-0.02,14.07,1.01,1.51
2017-01-10,2045.12,-3.66,-0.18,14.05,1.01,1.51
2017-01-11,2075.17,30.05,1.47,14.26,1.02,1.49
2017-01-12,2087.14,11.97,0.58,14.34,1.03,1.48
2017-01-13,2076.79,-10.35,-0.5,14.27,1.02,1.49
2017-01-16,2064.17,-12.62,-0.61,14.18,1.01,1.5
2017-01-17,2071.87,7.7,0.37,14.23,1.02,1.49
2017-01-18,2070.54,-1.33,-0.06,14.22,1.02,1.49
2017-01-19,2072.79,2.25,0.11,14.24,1.02,1.49
2017-01-20,2065.61,-7.18,-0.35,14.19,1.02,1.5
2017-01-23,2065.99,0.38,0.02,14.2,1.02,1.5
2017-01-24,2065.76,-0.23,-0.01,14.2,1.02,1.49
2017-01-25,2066.94,1.18,0.06,14.21,1.02,1.49
2017-01-26,2083.59,16.65,0.81,14.32,1.03,1.48
2017-01-31,2067.57,-16.02,-0.77,14.22,1.02,1.49
2017-02-01,2080.48,12.91,0.62,14.3,1.02,1.48
2017-02-02,2071.01,-9.47,-0.46,14.24,1.02,1.49
2017-02-03,2073.16,2.15,0.1,14.25,1.02,1.49
2017-02-06,2077.66,4.5,0.22,14.28,1.02,1.49
2017-02-07,2075.21,-2.45,-0.12,14.27,1.02,1.49
2017-02-08,2065.08,-10.13,-0.49,14.2,1.02,1.49
2017-02-09,2065.88,0.8,0.04,14.2,1.02,1.49
2017-02-10,2075.08,9.2,0.45,14.26,1.02,1.49
2017-02-13,2078.65,3.57,0.17,14.29,1.02,1.48
2017-02-14,2074.57,-4.08,-0.2,14.26,1.02,1.49
2017-02-15,2083.86,9.29,0.45,14.33,1.03,1.48
2017-02-16,2081.84,-2.02,-0.1,14.31,1.02,1.48
2017-02-17,2080.58,-1.26,-0.06,14.3,1.02,1.48
2017-02-20,2084.39,3.81,0.18,14.33,1.03,1.48
2017-02-21,2102.93,18.54,0.89,14.46,1.04,1.47
2017-02-22,2106.61,3.68,0.17,14.48,1.04,1.47
2017-02-23,2107.63,1.02,0.05,14.49,1.04,1.46
2017-02-24,2094.12,-13.51,-0.64,14.4,1.03,1.47
2017-02-27,2085.52,-8.6,-0.41,14.34,1.03,1.48
2017-02-28,2091.64,6.12,0.29,14.38,1.03,1.48
2017-03-02,2102.65,11.01,0.53,14.46,1.04,1.47
2017-03-03,2078.75,-23.9,-1.14,14.29,1.02,1.48
2017-03-06,2081.36,2.61,0.13,14.31,1.02,1.48
2017-03-07,2094.05,12.69,0.61,14.4,1.03,1.47
2017-03-08,2095.41,1.36,0.06,14.41,1.03,1.47
2017-03-09,2091.06,-4.35,-0.21,14.38,1.03,1.48
2017-03-10,2097.35,6.29,0.3,14.42,1.03,1.47
2017-03-13,2117.59,20.24,0.97,14.56,1.04,1.46
2017-03-14,2133.78,16.19,0.76,14.67,1.05,1.45
2017-03-15,2133,-0.78,-0.04,14.66,1.05,1.45
2017-03-16,2150.08,17.08,0.8,14.78,1.06,1.43
2017-03-17,2164.58,14.5,0.67,14.91,1.07,1.42
2017-03-20,2157.01,-7.57,-0.35,14.86,1.06,1.43
2017-03-21,2178.38,21.37,0.99,15.01,1.07,1.41
2017-03-22,2168.3,-10.08,-0.46,14.94,1.07,1.42
2017-03-23,2172.72,4.42,0.2,14.97,1.07,1.42
2017-03-24,2168.95,-3.77,-0.17,14.88,1.07,1.42
2017-03-27,2155.66,-13.29,-0.61,14.79,1.06,1.43
2017-03-28,2163.31,7.65,0.35,14.84,1.07,1.42
2017-03-29,2166.98,3.67,0.17,14.87,1.07,1.42
2017-03-30,2164.64,-2.34,-0.11,14.76,1.06,1.42
2017-03-31,2160.23,-4.41,-0.2,14.73,1.06,1.43
2017-04-03,2167.51,7.28,0.34,14.78,1.07,1.42
2017-04-04,2161.1,-6.41,-0.3,14.73,1.06,1.43
2017-04-05,2160.85,-0.25,-0.01,14.73,1.06,1.43
2017-04-06,2152.75,-8.1,-0.37,14.68,1.06,1.43
2017-04-07,2151.73,-1.02,-0.05,14.67,1.06,1.43
2017-04-10,2133.32,-18.41,-0.86,14.54,1.05,1.45
2017-04-11,2123.85,-9.47,-0.44,14.49,1.04,1.45
2017-04-12,2128.91,5.06,0.24,14.52,1.05,1.45
2017-04-13,2148.61,19.7,0.93,14.65,1.06,1.43
2017-04-14,2134.88,-13.73,-0.64,14.56,1.05,1.44
2017-04-17,2145.76,10.88,0.51,14.63,1.06,1.44
2017-04-18,2148.46,2.7,0.13,14.65,1.06,1.43
2017-04-19,2138.4,-10.06,-0.47,14.58,1.05,1.44
2017-04-20,2149.15,10.75,0.5,14.66,1.06,1.43
2017-04-21,2165.04,15.89,0.74,14.74,1.06,1.43
2017-04-24,2173.74,8.7,0.4,14.8,1.07,1.42
2017-04-25,2196.85,23.11,1.06,14.96,1.08,1.41
2017-04-26,2207.84,10.99,0.5,15.04,1.08,1.4
2017-04-27,2209.46,1.62,0.07,15.05,1.09,1.4
2017-04-28,2205.44,-4.02,-0.18,15.02,1.08,1.4
2017-05-02,2219.67,14.23,0.65,14.73,1.06,1.51
2017-05-04,2241.24,21.57,0.97,14.87,1.08,1.49
2017-05-08,2292.76,51.52,2.3,15.22,1.1,1.46
2017-05-10,2270.12,-22.64,-0.99,15.07,1.09,1.47
2017-05-11,2296.37,26.25,1.16,15.22,1.1,1.46
2017-05-12,2286.02,-10.35,-0.45,15.14,1.09,1.48
2017-05-15,2290.65,4.63,0.2,15.29,1.11,1.46
2017-05-16,2295.33,4.68,0.2,15.33,1.11,1.45
2017-05-17,2293.08,-2.25,-0.1,15.31,1.11,1.46
2017-05-18,2286.82,-6.26,-0.27,15.27,1.1,1.46
2017-05-19,2288.48,1.66,0.07,15.28,1.1,1.46
2017-05-22,2304.03,15.55,0.68,15.38,1.11,1.45
2017-05-23,2311.74,7.71,0.33,15.21,1.1,1.47
2017-05-24,2317.34,5.6,0.24,15.25,1.1,1.46
2017-05-25,2342.93,25.59,1.1,15.41,1.11,1.45
2017-05-26,2355.3,12.37,0.53,15.5,1.12,1.44
2017-05-29,2352.97,-2.33,-0.1,15.48,1.12,1.44
2017-05-30,2343.68,-9.29,-0.39,15.42,1.12,1.45
2017-05-31,2347.38,3.7,0.16,15.45,1.12,1.44
2017-06-01,2344.61,-2.77,-0.12,14.17,1.12,1.44
2017-06-02,2371.72,27.11,1.16,14.33,1.13,1.43
2017-06-05,2368.62,-3.1,-0.13,14.32,1.13,1.43
2017-06-07,2360.14,-8.48,-0.36,14.27,1.13,1.44
2017-06-08,2363.57,3.43,0.15,14.28,1.13,1.43
2017-06-09,2381.69,18.12,0.77,14.39,1.14,1.42
2017-06-12,2357.87,-23.82,-1,14.25,1.13,1.44
2017-06-13,2374.7,16.83,0.71,14.35,1.14,1.43
2017-06-14,2372.64,-2.06,-0.09,14.34,1.13,1.43
2017-06-15,2361.65,-10.99,-0.46,14.27,1.13,1.43
2017-06-16,2361.83,0.18,0.01,14.27,1.13,1.43
2017-06-19,2370.9,9.07,0.38,14.33,1.13,1.43
2017-06-20,2369.23,-1.67,-0.07,14.32,1.13,1.43
2017-06-21,2357.53,-11.7,-0.49,14.25,1.13,1.44
2017-06-22,2370.37,12.84,0.54,14.33,1.13,1.43
2017-06-23,2378.6,8.23,0.35,14.38,1.14,1.42
2017-06-26,2388.66,10.06,0.42,14.44,1.14,1.42
2017-06-27,2391.95,3.29,0.14,14.46,1.14,1.42
2017-06-28,2382.56,-9.39,-0.39,14.4,1.14,1.42
2017-06-29,2395.66,13.1,0.55,14.48,1.15,1.41
2017-06-30,2391.79,-3.87,-0.16,14.46,1.14,1.42
2017-07-03,2394.48,2.69,0.11,14.47,1.15,1.41
2017-07-04,2380.52,-13.96,-0.58,14.39,1.14,1.42
2017-07-05,2388.35,7.83,0.33,14.44,1.14,1.42
2017-07-06,2387.81,-0.54,-0.02,14.43,1.14,1.42
2017-07-07,2379.87,-7.94,-0.33,14.38,1.14,1.42
2017-07-10,2382.1,2.23,0.09,14.41,1.14,1.42
2017-07-11,2396,13.9,0.58,14.5,1.15,1.41
2017-07-12,2391.77,-4.23,-0.18,14.47,1.14,1.41
2017-07-13,2409.49,17.72,0.74,14.58,1.15,1.4
2017-07-14,2414.63,5.14,0.21,14.61,1.15,1.4
2017-07-17,2425.1,10.47,0.43,14.67,1.16,1.39
2017-07-18,2426.04,0.94,0.04,14.67,1.16,1.39
2017-07-19,2429.94,3.9,0.16,14.7,1.16,1.39
2017-07-20,2441.84,11.9,0.49,14.77,1.17,1.39
2017-07-21,2450.06,8.22,0.34,14.85,1.17,1.38
2017-07-24,2451.53,1.47,0.06,14.86,1.17,1.38
2017-07-25,2439.9,-11.63,-0.47,14.79,1.17,1.39
2017-07-26,2434.51,-5.39,-0.22,14.76,1.16,1.39
2017-07-27,2443.24,8.73,0.36,14.81,1.17,1.38
2017-07-28,2400.99,-42.25,-1.73,14.55,1.15,1.41
2017-07-31,2402.71,1.72,0.07,14.56,1.15,1.41
2017-08-01,2422.96,20.25,0.84,14.68,1.16,1.4
2017-08-02,2427.63,4.67,0.19,14.69,1.16,1.4
2017-08-03,2386.85,-40.78,-1.68,14.44,1.14,1.42
2017-08-04,2395.45,8.6,0.36,14.49,1.14,1.41
2017-08-07,2398.75,3.3,0.14,14.51,1.14,1.41
2017-08-08,2394.73,-4.02,-0.17,14.49,1.14,1.42
2017-08-09,2368.39,-26.34,-1.1,14.32,1.13,1.43
2017-08-10,2359.47,-8.92,-0.38,14.27,1.13,1.44
2017-08-11,2319.71,-39.76,-1.69,14.03,1.11,1.46
2017-08-14,2334.22,14.51,0.63,14.11,1.11,1.45
2017-08-16,2348.26,14.04,0.6,14.2,1.12,1.44
2017-08-17,2361.67,13.41,0.57,14.29,1.13,1.43
2017-08-18,2358.37,-3.3,-0.14,14.27,1.13,1.44
2017-08-21,2355,-3.37,-0.14,14.25,1.12,1.44
2017-08-22,2365.33,10.33,0.44,14.31,1.13,1.43
2017-08-23,2366.4,1.07,0.05,14.32,1.13,1.43
2017-08-24,2375.84,9.44,0.4,14.38,1.13,1.43
2017-08-25,2378.51,2.67,0.11,14.41,1.14,1.42
2017-08-28,2370.3,-8.21,-0.35,14.36,1.13,1.43
2017-08-29,2364.74,-5.56,-0.23,14.33,1.13,1.43
2017-08-30,2372.29,7.55,0.32,14.37,1.13,1.43
2017-08-31,2363.19,-9.1,-0.38,14.32,1.13,1.43
2017-09-01,2357.69,-5.5,-0.23,13.27,1.08,1.43
2017-09-04,2329.65,-28.04,-1.19,13.11,1.07,1.45
2017-09-05,2326.62,-3.03,-0.13,13.1,1.07,1.45
2017-09-06,2319.82,-6.8,-0.29,13.06,1.06,1.45
2017-09-07,2346.19,26.37,1.14,13.21,1.08,1.44
2017-09-08,2343.72,-2.47,-0.11,13.2,1.07,1.44
2017-09-11,2359.08,15.36,0.66,13.29,1.08,1.43
2017-09-12,2365.47,6.39,0.27,13.32,1.08,1.43
2017-09-13,2360.18,-5.29,-0.22,13.29,1.08,1.43
2017-09-14,2377.66,17.48,0.74,13.39,1.09,1.42
2017-09-15,2386.07,8.41,0.35,13.52,1.1,1.41
2017-09-18,2418.21,32.14,1.35,13.7,1.11,1.39
2017-09-19,2416.05,-2.16,-0.09,13.69,1.11,1.39
2017-09-20,2412.2,-3.85,-0.16,13.67,1.11,1.39
2017-09-21,2406.5,-5.7,-0.24,13.63,1.1,1.39
2017-09-22,2388.71,-17.79,-0.74,13.53,1.1,1.4
2017-09-25,2380.4,-8.31,-0.35,13.49,1.09,1.41
2017-09-26,2374.32,-6.08,-0.26,13.46,1.09,1.41
2017-09-27,2372.57,-1.75,-0.07,13.45,1.09,1.41
2017-09-28,2373.14,0.57,0.02,13.45,1.09,1.41
2017-09-29,2394.47,21.33,0.9,13.58,1.1,1.4
2017-10-10,2433.81,39.34,1.64,13.8,1.12,1.38
2017-10-11,2458.16,24.35,1,13.94,1.13,1.36
2017-10-12,2474.76,16.6,0.68,14.03,1.14,1.35
2017-10-13,2473.62,-1.14,-0.05,14.05,1.14,1.35
2017-10-16,2480.05,6.43,0.26,14.09,1.14,1.35
2017-10-17,2484.37,4.32,0.17,14.11,1.14,1.35
2017-10-18,2482.91,-1.46,-0.06,14.11,1.14,1.35
2017-10-19,2473.06,-9.85,-0.4,14.05,1.14,1.35
2017-10-20,2489.54,16.48,0.67,14.14,1.14,1.35
2017-10-23,2490.05,0.51,0.02,14.15,1.14,1.35
2017-10-24,2490.49,0.44,0.02,14.15,1.14,1.35
2017-10-25,2492.5,2.01,0.08,14.16,1.15,1.34
2017-10-26,2480.63,-11.87,-0.48,14.09,1.14,1.35
2017-10-27,2496.63,16,0.64,14.19,1.15,1.34
2017-10-30,2501.93,5.3,0.21,14.22,1.15,1.34
2017-10-31,2523.43,21.5,0.86,14.34,1.16,1.33
2017-11-01,2556.47,33.04,1.31,14.53,1.18,1.31
2017-11-02,2546.36,-10.11,-0.4,14.48,1.17,1.31
2017-11-03,2557.97,11.61,0.46,14.53,1.18,1.31
2017-11-06,2549.41,-8.56,-0.33,14.48,1.17,1.31
2017-11-07,2545.44,-3.97,-0.16,14.46,1.17,1.32
2017-11-08,2552.4,6.96,0.27,14.5,1.17,1.31
2017-11-09,2550.57,-1.83,-0.07,14.49,1.17,1.31
2017-11-10,2542.95,-7.62,-0.3,14.44,1.17,1.32
2017-11-13,2530.35,-12.6,-0.5,14.37,1.16,1.32
2017-11-14,2526.64,-3.71,-0.15,14.35,1.16,1.33
2017-11-15,2518.25,-8.39,-0.33,14.3,1.16,1.33
2017-11-16,2534.79,16.54,0.66,14.4,1.16,1.32
2017-11-17,2533.99,-0.8,-0.03,14.39,1.16,1.32
2017-11-20,2527.67,-6.32,-0.25,14.36,1.16,1.33
2017-11-21,2530.7,3.03,0.12,14.38,1.16,1.32
2017-11-22,2540.51,9.81,0.39,14.43,1.17,1.32
2017-11-23,2537.15,-3.36,-0.13,14.41,1.17,1.32
2017-11-24,2544.33,7.18,0.28,14.45,1.17,1.32
2017-11-27,2507.81,-36.52,-1.44,14.25,1.15,1.34
2017-11-28,2514.19,6.38,0.25,14.28,1.16,1.33
2017-11-29,2512.9,-1.29,-0.05,14.28,1.15,1.33
2017-11-30,2476.37,-36.53,-1.45,14.06,1.14,1.35
2017-12-01,2475.41,-0.96,-0.04,13.05,1.12,1.35
2017-12-04,2501.67,26.26,1.06,13.18,1.13,1.34
2017-12-05,2510.12,8.45,0.34,13.23,1.13,1.33
2017-12-06,2474.37,-35.75,-1.42,13.04,1.11,1.35
2017-12-07,2461.98,-12.39,-0.5,12.98,1.11,1.36
2017-12-08,2464,2.02,0.08,13,1.11,1.36
2017-12-11,2471.49,7.49,0.3,13.01,1.11,1.36
2017-12-12,2461,-10.49,-0.42,12.95,1.11,1.36
2017-12-13,2480.55,19.55,0.79,13.06,1.12,1.35
2017-12-14,2469.48,-11.07,-0.45,13,1.11,1.36
2017-12-15,2482.07,12.59,0.51,13.06,1.12,1.35
2017-12-18,2481.88,-0.19,-0.01,13.06,1.12,1.35
2017-12-19,2478.53,-3.35,-0.13,13.05,1.11,1.35
2017-12-20,2472.37,-6.16,-0.25,13.01,1.11,1.36
2017-12-21,2429.83,-42.54,-1.72,12.79,1.09,1.38
2017-12-22,2440.54,10.71,0.44,12.85,1.1,1.37
2017-12-26,2427.34,-13.2,-0.54,12.78,1.09,1.38
2017-12-27,2436.67,9.33,0.38,12.83,1.1,1.38
2017-12-28,2467.49,30.82,1.26,12.99,1.11,1.36
2018-01-02,2479.65,12.16,0.49,13.06,1.12,1.35
2018-01-03,2486.35,6.7,0.27,13.09,1.12,1.35
2018-01-04,2466.46,-19.89,-0.8,12.99,1.11,1.36
2018-01-05,2497.52,31.06,1.26,13.15,1.12,1.34
2018-01-08,2513.28,15.76,0.63,13.23,1.13,1.34
2018-01-09,2510.23,-3.05,-0.12,13.21,1.13,1.34
2018-01-10,2499.75,-10.48,-0.42,13.15,1.12,1.34
2018-01-11,2487.91,-11.84,-0.47,13.09,1.12,1.35
2018-01-12,2496.42,8.51,0.34,13.13,1.12,1.35
2018-01-15,2503.73,7.31,0.29,13.16,1.12,1.34
2018-01-16,2521.74,18.01,0.72,13.26,1.13,1.33
2018-01-17,2515.43,-6.31,-0.25,13.23,1.13,1.34
2018-01-18,2515.81,0.38,0.02,13.23,1.13,1.34
2018-01-19,2520.26,4.45,0.18,13.25,1.13,1.33
2018-01-22,2502.11,-18.15,-0.72,13.16,1.12,1.34
2018-01-23,2536.6,34.49,1.38,13.34,1.14,1.32
2018-01-24,2538,1.4,0.06,13.34,1.14,1.32
2018-01-25,2562.23,24.23,0.95,13.47,1.15,1.31
2018-01-26,2574.76,12.53,0.49,13.53,1.16,1.3
2018-01-29,2598.19,23.43,0.91,13.66,1.17,1.29
2018-01-30,2567.74,-30.45,-1.17,13.49,1.15,1.31
2018-01-31,2566.46,-1.28,-0.05,13.5,1.15,1.31
2018-02-01,2568.54,2.08,0.08,13.52,1.15,1.31
2018-02-02,2525.39,-43.15,-1.68,13.29,1.14,1.33
2018-02-05,2491.75,-33.64,-1.33,13.12,1.12,1.35
2018-02-06,2453.31,-38.44,-1.54,12.91,1.1,1.37
2018-02-07,2396.56,-56.75,-2.31,12.61,1.08,1.4
2018-02-08,2407.62,11.06,0.46,12.66,1.08,1.4
2018-02-09,2363.77,-43.85,-1.82,12.67,1.08,1.39
2018-02-12,2385.38,21.61,0.91,12.79,1.09,1.38
2018-02-13,2395.19,9.81,0.41,12.84,1.1,1.37
2018-02-14,2421.83,26.64,1.11,12.99,1.11,1.36
2018-02-19,2442.82,20.99,0.87,13.1,1.12,1.34
2018-02-20,2415.12,-27.7,-1.13,12.95,1.11,1.36
2018-02-21,2429.65,14.53,0.6,13.03,1.11,1.35
2018-02-22,2414.28,-15.37,-0.63,12.95,1.11,1.36
2018-02-23,2451.52,37.24,1.54,13.15,1.12,1.34
2018-02-26,2457.65,6.13,0.25,13.18,1.13,1.34
2018-02-27,2456.14,-1.51,-0.06,13.17,1.13,1.34
2018-02-28,2427.36,-28.78,-1.17,13.02,1.11,1.35
2018-03-02,2402.16,-25.2,-1.04,12.89,1.1,1.37
2018-03-05,2375.06,-27.1,-1.13,12.74,1.09,1.38
2018-03-06,2411.41,36.35,1.53,12.94,1.11,1.36
2018-03-07,2401.82,-9.59,-0.4,12.9,1.1,1.37
2018-03-08,2433.08,31.26,1.3,13.06,1.12,1.35
2018-03-09,2459.45,26.37,1.08,13.21,1.13,1.33
2018-03-12,2484.12,24.67,1,13.34,1.14,1.32
2018-03-13,2494.49,10.37,0.42,13.39,1.15,1.31
2018-03-14,2486.08,-8.41,-0.34,13.35,1.14,1.32
2018-03-15,2492.38,6.3,0.25,13.38,1.14,1.32
2018-03-16,2493.97,1.59,0.06,13.37,1.15,1.31
2018-03-19,2475.03,-18.94,-0.76,13.27,1.14,1.32
2018-03-20,2485.52,10.49,0.42,13.31,1.14,1.32
2018-03-21,2484.97,-0.55,-0.02,13.31,1.14,1.32
2018-03-22,2496.02,11.05,0.44,13.37,1.15,1.31
2018-03-23,2416.76,-79.26,-3.18,12.96,1.11,1.35
2018-03-26,2437.08,20.32,0.84,13.08,1.12,1.34
2018-03-27,2452.06,14.98,0.61,13.16,1.13,1.33
2018-03-28,2419.29,-32.77,-1.34,12.98,1.11,1.35
2018-03-29,2436.37,17.08,0.71,13.07,1.12,1.34
2018-03-30,2445.85,9.48,0.39,13.1,1.12,1.34
2018-04-02,2444.16,-1.69,-0.07,13.09,1.12,1.34
2018-04-03,2442.43,-1.73,-0.07,13.08,1.12,1.34
2018-04-04,2408.06,-34.37,-1.41,12.9,1.11,1.36
2018-04-05,2437.52,29.46,1.22,13.06,1.12,1.34
2018-04-06,2429.58,-7.94,-0.33,13.01,1.12,1.35
2018-04-09,2444.08,14.5,0.6,13.09,1.12,1.34
2018-04-10,2450.74,6.66,0.27,13.13,1.12,1.33
2018-04-11,2444.22,-6.52,-0.27,13.09,1.12,1.34
2018-04-12,2442.71,-1.51,-0.06,13.08,1.12,1.34
2018-04-13,2455.07,12.36,0.51,13.17,1.13,1.33
2018-04-16,2457.49,2.42,0.1,13.18,1.13,1.33
2018-04-17,2453.77,-3.72,-0.15,13.16,1.13,1.33
2018-04-18,2479.98,26.21,1.07,13.31,1.14,1.32
2018-04-19,2486.1,6.12,0.25,13.34,1.14,1.31
2018-04-20,2476.33,-9.77,-0.39,13.29,1.14,1.32
2018-04-23,2474.11,-2.22,-0.09,13.27,1.14,1.32
2018-04-24,2464.14,-9.97,-0.4,13.22,1.13,1.33
2018-04-25,2448.81,-15.33,-0.62,13.14,1.13,1.33
2018-04-26,2475.64,26.83,1.1,13.28,1.14,1.32
2018-04-27,2492.4,16.76,0.68,13.37,1.15,1.31
2018-04-30,2515.38,22.98,0.92,13.5,1.16,1.3
2018-05-02,2505.61,-9.77,-0.39,12,1.14,1.55
2018-05-03,2487.25,-18.36,-0.73,11.91,1.14,1.56
2018-05-04,2461.38,-25.87,-1.04,11.79,1.12,1.58
2018-05-08,2449.81,-11.57,-0.47,11.73,1.12,1.59
2018-05-09,2443.98,-5.83,-0.24,11.71,1.12,1.59
2018-05-10,2464.16,20.18,0.83,11.8,1.13,1.58
2018-05-11,2477.71,13.55,0.55,11.87,1.13,1.57
2018-05-14,2476.11,-1.6,-0.06,11.86,1.13,1.57
2018-05-15,2458.54,-17.57,-0.71,11.78,1.12,1.58
2018-05-16,2459.82,1.28,0.05,11.78,1.12,1.58
2018-05-17,2448.45,-11.37,-0.46,11.73,1.12,1.59
2018-05-18,2460.65,12.2,0.5,11.79,1.12,1.58
2018-05-21,2465.57,4.92,0.2,11.81,1.13,1.58
2018-05-23,2471.91,6.34,0.26,11.84,1.13,1.57
2018-05-24,2466.01,-5.9,-0.24,11.81,1.13,1.58
2018-05-25,2460.8,-5.21,-0.21,11.79,1.12,1.58
2018-05-28,2478.96,18.16,0.74,11.88,1.13,1.57
2018-05-29,2457.25,-21.71,-0.88,11.77,1.12,1.58
2018-05-30,2409.03,-48.22,-1.96,11.54,1.1,1.62
2018-05-31,2423.01,13.98,0.58,11.61,1.11,1.61
2018-06-01,2438.96,15.95,0.66,11.69,1.11,1.6
2018-06-04,2447.76,8.8,0.36,11.73,1.12,1.59
2018-06-05,2453.76,6,0.25,11.69,1.11,1.59
2018-06-07,2470.58,16.82,0.69,11.77,1.11,1.57
2018-06-08,2451.58,-19,-0.77,11.68,1.11,1.59
2018-06-11,2470.15,18.57,0.76,11.77,1.11,1.57
2018-06-12,2468.83,-1.32,-0.05,11.74,1.11,1.58
2018-06-14,2423.48,-45.35,-1.84,11.51,1.09,1.61
2018-06-15,2404.04,-19.44,-0.8,11.42,1.08,1.62
2018-06-18,2376.24,-27.8,-1.16,11.29,1.07,1.64
2018-06-19,2340.11,-36.13,-1.52,11.12,1.05,1.66
2018-06-20,2363.91,23.8,1.02,11.23,1.06,1.65
2018-06-21,2337.83,-26.08,-1.1,11.11,1.05,1.67
2018-06-22,2357.22,19.39,0.83,11.2,1.06,1.65
2018-06-25,2357.88,0.66,0.03,11.2,1.06,1.65
2018-06-26,2350.92,-6.96,-0.3,11.17,1.06,1.66
2018-06-27,2342.03,-8.89,-0.38,11.13,1.06,1.66
2018-06-28,2314.24,-27.79,-1.19,11,1.04,1.68
2018-06-29,2326.13,11.89,0.51,11.05,1.05,1.67
2018-07-02,2271.54,-54.59,-2.35,10.79,1.02,1.71
2018-07-03,2272.76,1.22,0.05,10.8,1.02,1.71
2018-07-04,2265.46,-7.3,-0.32,10.76,1.02,1.72
2018-07-05,2257.55,-7.91,-0.35,10.73,1.02,1.73
2018-07-06,2272.87,15.32,0.68,10.8,1.02,1.71
2018-07-09,2285.8,12.93,0.57,10.86,1.03,1.7
2018-07-10,2294.16,8.36,0.37,10.9,1.03,1.7
2018-07-11,2280.62,-13.54,-0.59,10.84,1.03,1.71
2018-07-12,2285.06,4.44,0.19,10.86,1.03,1.7
2018-07-13,2310.9,25.84,1.13,10.98,1.04,1.68
2018-07-16,2301.99,-8.91,-0.39,10.91,1.03,1.7
2018-07-17,2297.92,-4.07,-0.18,10.89,1.03,1.7
2018-07-18,2290.11,-7.81,-0.34,10.86,1.03,1.7
2018-07-19,2282.29,-7.82,-0.34,10.82,1.03,1.71
2018-07-20,2289.19,6.9,0.3,10.86,1.03,1.7
2018-07-23,2269.31,-19.88,-0.87,10.77,1.02,1.72
2018-07-24,2280.2,10.89,0.48,10.82,1.03,1.71
2018-07-25,2273.03,-7.17,-0.31,10.78,1.02,1.72
2018-07-26,2289.06,16.03,0.71,10.86,1.03,1.7
2018-07-27,2294.99,5.93,0.26,10.89,1.03,1.7
2018-07-30,2293.51,-1.48,-0.06,10.88,1.03,1.7
2018-07-31,2295.26,1.75,0.08,10.89,1.03,1.7
2018-08-01,2307.07,11.81,0.51,10.94,1.04,1.69
2018-08-02,2270.2,-36.87,-1.6,10.77,1.02,1.72
2018-08-03,2287.68,17.48,0.77,10.85,1.03,1.7
2018-08-06,2286.5,-1.18,-0.05,10.84,1.03,1.71
2018-08-07,2300.16,13.66,0.6,10.9,1.03,1.7
2018-08-08,2301.45,1.29,0.06,10.91,1.03,1.7
2018-08-09,2303.71,2.26,0.1,10.92,1.04,1.69
2018-08-10,2282.79,-20.92,-0.91,10.82,1.03,1.71
2018-08-13,2248.45,-34.34,-1.5,10.66,1.01,1.74
2018-08-14,2258.91,10.46,0.47,10.71,1.02,1.73
2018-08-16,2240.8,-18.11,-0.8,10.62,1.01,1.74
2018-08-17,2247.05,6.25,0.28,10.65,1.01,1.74
2018-08-20,2247.88,0.83,0.04,10.66,1.01,1.74
2018-08-21,2270.06,22.18,0.99,10.76,1.02,1.72
2018-08-22,2273.33,3.27,0.14,10.78,1.02,1.72
2018-08-23,2282.6,9.27,0.41,10.82,1.03,1.71
2018-08-24,2293.21,10.61,0.46,10.87,1.03,1.7
2018-08-27,2299.3,6.09,0.27,10.9,1.03,1.7
2018-08-28,2303.12,3.82,0.17,10.92,1.04,1.69
2018-08-29,2309.03,5.91,0.26,10.95,1.04,1.69
2018-08-30,2307.35,-1.68,-0.07,10.94,1.04,1.69
2018-08-31,2322.88,15.53,0.67,11.01,1.04,1.68
2018-09-03,2307.03,-15.85,-0.68,10.94,1.04,1.69
2018-09-04,2315.72,8.69,0.38,10.98,1.04,1.69
2018-09-05,2291.77,-23.95,-1.03,10.86,1.03,1.7
2018-09-06,2287.61,-4.16,-0.18,10.84,1.03,1.71
2018-09-07,2281.58,-6.03,-0.26,10.82,1.03,1.71
2018-09-10,2288.66,7.08,0.31,10.97,1.01,1.7
2018-09-11,2283.2,-5.46,-0.24,10.94,1,1.7
2018-09-12,2282.92,-0.28,-0.01,10.94,1,1.7
2018-09-13,2286.23,3.31,0.14,10.95,1,1.7
2018-09-14,2318.25,32.02,1.4,11.11,1.02,1.68
2018-09-17,2303.01,-15.24,-0.66,11.03,1.01,1.69
2018-09-18,2308.98,5.97,0.26,11.07,1.02,1.68
