date,close,change,change_pct,per,pbr,dividend_yield_pct
2011-06-17,2031.93,-14.7,-0.72,12.36,1.34,1.35
2011-06-20,2019.65,-12.28,-0.6,12.29,1.33,1.36
2011-06-21,2048.17,28.52,1.41,12.46,1.35,1.34
2011-06-22,2063.9,15.73,0.77,12.56,1.36,1.33
2011-06-23,2055.86,-8.04,-0.39,12.51,1.35,1.33
2011-06-24,2090.81,34.95,1.7,12.72,1.38,1.31
2011-06-27,2070.29,-20.52,-0.98,12.59,1.36,1.32
2011-06-28,2062.91,-7.38,-0.36,12.55,1.36,1.33
2011-06-29,2094.42,31.51,1.53,12.74,1.38,1.31
2011-06-30,2100.69,6.27,0.3,12.76,1.38,1.3
2011-07-01,2125.74,25.05,1.19,12.93,1.4,1.29
2011-07-04,2145.3,19.56,0.92,13.04,1.41,1.27
2011-07-05,2161.75,16.45,0.77,13.15,1.42,1.26
2011-07-06,2171.19,9.44,0.44,13.2,1.43,1.26
2011-07-07,2180.59,9.4,0.43,13.26,1.44,1.25
2011-07-08,2180.35,-0.24,-0.01,13.26,1.43,1.25
2011-07-11,2157.16,-23.19,-1.06,13.11,1.42,1.27
2011-07-12,2109.73,-47.43,-2.2,12.82,1.39,1.3
2011-07-13,2129.64,19.91,0.94,12.95,1.4,1.28
2011-07-14,2130.07,0.43,0.02,12.95,1.4,1.28
2011-07-15,2145.2,15.13,0.71,13.04,1.41,1.27
2011-07-18,2130.48,-14.72,-0.69,12.95,1.4,1.28
2011-07-19,2130.21,-0.27,-0.01,12.95,1.4,1.28
2011-07-20,2154.95,24.74,1.16,13.1,1.42,1.27
2011-07-21,2145.04,-9.91,-0.46,13.03,1.41,1.28
2011-07-22,2171.23,26.19,1.22,13.2,1.43,1.26
2011-07-25,2150.48,-20.75,-0.96,12.95,1.4,1.3
2011-07-26,2168.7,18.22,0.85,13.06,1.41,1.29
2011-07-27,2174.31,5.61,0.26,13.1,1.42,1.29
2011-07-28,2155.85,-18.46,-0.85,12.98,1.41,1.3
2011-07-29,2133.21,-22.64,-1.05,12.84,1.39,1.31
2011-08-01,2172.31,39.1,1.83,12.91,1.42,1.29
2011-08-02,2121.27,-51.04,-2.35,12.6,1.38,1.32
2011-08-03,2066.26,-55.01,-2.59,12.28,1.35,1.36
2011-08-04,2018.47,-47.79,-2.31,11.99,1.32,1.39
2011-08-05,1943.75,-74.72,-3.7,11.54,1.27,1.44
2011-08-08,1869.45,-74.3,-3.82,11.1,1.22,1.5
2011-08-09,1801.35,-68.1,-3.64,10.7,1.17,1.56
2011-08-10,1806.24,4.89,0.27,10.72,1.18,1.55
2011-08-11,1817.44,11.2,0.62,10.79,1.18,1.54
2011-08-12,1793.31,-24.13,-1.33,10.64,1.17,1.56
2011-08-16,1879.87,86.56,4.83,11.16,1.23,1.49
2011-08-17,1892.67,12.8,0.68,11.24,1.23,1.48
2011-08-18,1860.58,-32.09,-1.7,11.04,1.21,1.51
2011-08-19,1744.88,-115.7,-6.22,10.35,1.14,1.61
2011-08-22,1710.7,-34.18,-1.96,10.14,1.11,1.64
2011-08-23,1776.68,65.98,3.86,10.54,1.16,1.58
2011-08-24,1754.78,-21.9,-1.23,10.41,1.14,1.6
2011-08-25,1764.58,9.8,0.56,10.47,1.15,1.59
2011-08-26,1778.95,14.37,0.81,10.56,1.16,1.58
2011-08-29,1829.5,50.55,2.84,10.86,1.19,1.53
2011-08-30,1843.82,14.32,0.78,10.95,1.2,1.52
2011-08-31,1880.11,36.29,1.97,11.16,1.22,1.49
2011-09-01,1880.7,0.59,0.03,11.16,1.22,1.49
2011-09-02,1867.75,-12.95,-0.69,11.08,1.22,1.5
2011-09-05,1785.83,-81.92,-4.39,10.6,1.16,1.57
2011-09-06,1766.71,-19.12,-1.07,10.48,1.15,1.59
2011-09-07,1833.46,66.75,3.78,10.88,1.19,1.53
2011-09-08,1846.64,13.18,0.72,10.96,1.2,1.52
2011-09-09,1812.93,-33.71,-1.83,10.76,1.18,1.55
2011-09-14,1749.16,-63.77,-3.52,10.38,1.14,1.6
2011-09-15,1774.08,24.92,1.42,10.53,1.16,1.58
2011-09-16,1840.1,66.02,3.72,10.92,1.2,1.53
2011-09-19,1820.94,-19.16,-1.04,10.8,1.19,1.54
2011-09-20,1837.97,17.03,0.94,10.91,1.2,1.53
2011-09-21,1854.28,16.31,0.89,11,1.21,1.51
2011-09-22,1800.55,-53.73,-2.9,10.68,1.17,1.56
2011-09-23,1697.44,-103.11,-5.73,10.08,1.1,1.65
2011-09-26,1652.71,-44.73,-2.64,9.81,1.08,1.7
2011-09-27,1735.71,83,5.02,10.31,1.13,1.62
2011-09-28,1723.09,-12.62,-0.73,10.23,1.12,1.63
2011-09-29,1769.29,46.2,2.68,10.47,1.15,1.59
2011-09-30,1769.65,0.36,0.02,10.48,1.15,1.59
2011-10-04,1706.19,-63.46,-3.59,10.1,1.11,1.65
2011-10-05,1666.52,-39.67,-2.33,9.87,1.08,1.69
2011-10-06,1710.32,43.8,2.63,10.14,1.11,1.64
2011-10-07,1759.77,49.45,2.89,10.42,1.15,1.6
2011-10-10,1766.44,6.67,0.38,10.46,1.15,1.59
2011-10-11,1795.02,28.58,1.62,10.63,1.17,1.57
2011-10-12,1809.5,14.48,0.81,10.72,1.18,1.55
2011-10-13,1823.1,13.6,0.75,10.8,1.19,1.54
2011-10-14,1835.4,12.3,0.67,10.88,1.19,1.53
2011-10-17,1865.18,29.78,1.62,11.06,1.21,1.51
2011-10-18,1838.9,-26.28,-1.41,10.9,1.2,1.53
2011-10-19,1855.92,17.02,0.93,11,1.21,1.51
2011-10-20,1805.09,-50.83,-2.74,10.7,1.18,1.56
2011-10-21,1838.38,33.29,1.84,10.9,1.2,1.53
2011-10-24,1898.32,59.94,3.26,11.29,1.24,1.48
2011-10-25,1888.65,-9.67,-0.51,11.22,1.23,1.49
2011-10-26,1894.31,5.66,0.3,11.27,1.23,1.48
2011-10-27,1922.04,27.73,1.46,11.44,1.25,1.46
2011-10-28,1929.48,7.44,0.39,11.49,1.26,1.45
2011-10-31,1909.03,-20.45,-1.06,11.36,1.24,1.47
2011-11-01,1909.63,0.6,0.03,11.37,1.24,1.47
2011-11-02,1898.01,-11.62,-0.61,11.29,1.24,1.48
2011-11-03,1869.96,-28.05,-1.48,11.13,1.22,1.5
2011-11-04,1928.41,58.45,3.13,11.48,1.26,1.46
2011-11-07,1919.1,-9.31,-0.48,11.43,1.25,1.46
2011-11-08,1903.14,-15.96,-0.83,11.33,1.24,1.48
2011-11-09,1907.53,4.39,0.23,11.36,1.24,1.47
2011-11-10,1813.25,-94.28,-4.94,10.79,1.18,1.55
2011-11-11,1863.45,50.2,2.77,11.09,1.21,1.51
2011-11-14,1902.81,39.36,2.11,11.33,1.24,1.48
2011-11-15,1886.12,-16.69,-0.88,11.23,1.23,1.49
2011-11-16,1856.07,-30.05,-1.59,11.05,1.21,1.52
2011-11-17,1876.67,20.6,1.11,11.18,1.22,1.5
2011-11-18,1839.17,-37.5,-2,10.96,1.2,1.53
2011-11-21,1820.03,-19.14,-1.04,10.84,1.19,1.55
2011-11-22,1826.28,6.25,0.34,10.89,1.19,1.54
2011-11-23,1783.1,-43.18,-2.36,10.63,1.16,1.58
2011-11-24,1795.06,11.96,0.67,10.69,1.17,1.57
2011-11-25,1776.4,-18.66,-1.04,10.58,1.16,1.59
2011-11-28,1815.28,38.88,2.19,10.82,1.18,1.55
2011-11-29,1856.52,41.24,2.27,11.07,1.21,1.52
2011-11-30,1847.51,-9.01,-0.49,11.01,1.2,1.52
2011-12-01,1916.18,68.67,3.72,11.43,1.25,1.47
2011-12-02,1916.04,-0.14,-0.01,11.43,1.25,1.47
2011-12-05,1922.9,6.86,0.36,11.47,1.25,1.46
2011-12-06,1902.82,-20.08,-1.04,11.36,1.24,1.48
2011-12-07,1919.42,16.6,0.87,11.45,1.25,1.47
2011-12-08,1912.39,-7.03,-0.37,11.41,1.25,1.47
2011-12-09,1874.75,-37.64,-1.97,11.19,1.22,1.5
2011-12-12,1899.76,25.01,1.33,11.34,1.24,1.48
2011-12-13,1864.06,-35.7,-1.88,11.13,1.22,1.51
2011-12-14,1857.75,-6.31,-0.34,11.08,1.21,1.52
2011-12-15,1819.11,-38.64,-2.08,10.85,1.19,1.55
2011-12-16,1839.96,20.85,1.15,10.98,1.2,1.53
2011-12-19,1776.93,-63.03,-3.43,10.6,1.16,1.59
2011-12-20,1793.06,16.13,0.91,10.7,1.17,1.57
2011-12-21,1848.41,55.35,3.09,11.03,1.2,1.52
2011-12-22,1847.49,-0.92,-0.05,11.02,1.2,1.53
2011-12-23,1867.22,19.73,1.07,11.15,1.22,1.51
2011-12-26,1856.7,-10.52,-0.56,11.09,1.21,1.52
2011-12-27,1842.02,-14.68,-0.79,11,1.2,1.53
2011-12-28,1825.12,-16.9,-0.92,10.89,1.19,1.54
2011-12-29,1825.74,0.62,0.03,10.9,1.19,1.54
2012-01-02,1826.37,0.63,0.03,10.9,1.19,1.54
2012-01-03,1875.41,49.04,2.69,11.2,1.22,1.5
2012-01-04,1866.22,-9.19,-0.49,11.14,1.22,1.51
2012-01-05,1863.74,-2.48,-0.13,11.14,1.22,1.51
2012-01-06,1843.14,-20.6,-1.11,11.02,1.2,1.53
2012-01-09,1826.49,-16.65,-0.9,10.92,1.19,1.54
2012-01-10,1853.22,26.73,1.46,11.08,1.21,1.52
2012-01-11,1845.55,-7.67,-0.41,11.05,1.2,1.53
2012-01-12,1864.57,19.02,1.03,11.17,1.22,1.51
2012-01-13,1875.68,11.11,0.6,11.24,1.22,1.5
2012-01-16,1859.27,-16.41,-0.87,11.14,1.21,1.51
2012-01-17,1892.74,33.47,1.8,11.34,1.23,1.49
2012-01-18,1892.39,-0.35,-0.02,11.34,1.23,1.49
2012-01-19,1914.97,22.58,1.19,11.47,1.25,1.47
2012-01-20,1949.89,34.92,1.82,11.68,1.27,1.44
2012-01-25,1952.23,2.34,0.12,11.7,1.27,1.44
2012-01-26,1957.18,4.95,0.25,11.73,1.28,1.44
2012-01-27,1964.83,7.65,0.39,11.77,1.28,1.43
2012-01-30,1940.55,-24.28,-1.24,11.63,1.26,1.45
2012-01-31,1955.79,15.24,0.79,11.72,1.27,1.44
2012-02-01,1959.24,3.45,0.18,11.74,1.28,1.44
2012-02-02,1984.3,25.06,1.28,11.89,1.29,1.42
2012-02-03,1972.34,-11.96,-0.6,11.82,1.29,1.43
2012-02-06,1973.13,0.79,0.04,11.82,1.29,1.43
2012-02-07,1981.59,8.46,0.43,11.87,1.29,1.42
2012-02-08,2003.73,22.14,1.12,12,1.31,1.4
2012-02-09,2014.62,10.89,0.54,12.08,1.31,1.4
2012-02-10,1993.71,-20.91,-1.04,11.95,1.3,1.41
2012-02-13,2005.74,12.03,0.6,12.02,1.31,1.4
2012-02-14,2002.64,-3.1,-0.15,12,1.31,1.4
2012-02-15,2025.32,22.68,1.13,12.14,1.32,1.39
2012-02-16,1997.45,-27.87,-1.38,11.97,1.3,1.41
2012-02-17,2023.47,26.02,1.3,12.13,1.32,1.39
2012-02-20,2024.9,1.43,0.07,12.14,1.32,1.39
2012-02-21,2024.24,-0.66,-0.03,12.13,1.32,1.39
2012-02-22,2028.65,4.41,0.22,12.16,1.32,1.39
2012-02-23,2007.8,-20.85,-1.03,12.01,1.31,1.4
2012-02-24,2019.89,12.09,0.6,12.08,1.32,1.39
2012-02-27,1991.16,-28.73,-1.42,11.91,1.3,1.41
2012-02-28,2003.69,12.53,0.63,11.98,1.31,1.4
2012-02-29,2030.25,26.56,1.33,12.16,1.33,1.38
2012-03-02,2034.63,4.38,0.22,12.17,1.33,1.38
2012-03-05,2016.06,-18.57,-0.91,12.06,1.32,1.39
2012-03-06,2000.36,-15.7,-0.78,11.97,1.31,1.4
2012-03-07,1982.15,-18.21,-0.91,11.87,1.29,1.42
2012-03-08,2000.76,18.61,0.94,11.98,1.31,1.4
2012-03-09,2018.3,17.54,0.88,12.09,1.32,1.39
2012-03-12,2002.5,-15.8,-0.78,11.99,1.31,1.4
2012-03-13,2025.04,22.54,1.13,12.13,1.32,1.39
2012-03-14,2045.08,20.04,0.99,12.25,1.34,1.37
2012-03-15,2043.76,-1.32,-0.06,12.24,1.33,1.37
2012-03-16,2034.44,-9.32,-0.46,12.18,1.33,1.38
2012-03-19,2047,12.56,0.62,12.89,1.33,1.37
2012-03-20,2042.15,-4.85,-0.24,12.86,1.33,1.37
2012-03-21,2027.23,-14.92,-0.73,12.77,1.32,1.38
2012-03-22,2026.12,-1.11,-0.05,12.76,1.32,1.38
2012-03-23,2026.83,0.71,0.04,12.77,1.32,1.38
2012-03-26,2019.19,-7.64,-0.38,12.72,1.32,1.39
2012-03-27,2039.76,20.57,1.02,12.85,1.33,1.37
2012-03-28,2031.74,-8.02,-0.39,12.8,1.33,1.38
2012-03-29,2014.41,-17.33,-0.85,12.69,1.31,1.39
2012-03-30,2014.04,-0.37,-0.02,12.69,1.31,1.39
2012-04-02,2029.29,15.25,0.76,12.75,1.32,1.38
2012-04-03,2049.28,19.99,0.99,12.88,1.34,1.37
2012-04-04,2018.61,-30.67,-1.5,12.68,1.32,1.39
2012-04-05,2028.77,10.16,0.5,12.75,1.32,1.38
2012-04-06,2029.03,0.26,0.01,12.75,1.32,1.38
2012-04-09,1997.08,-31.95,-1.57,12.55,1.3,1.4
2012-04-10,1994.41,-2.67,-0.13,12.53,1.3,1.4
2012-04-12,1986.63,-7.78,-0.39,12.47,1.3,1.41
2012-04-13,2008.91,22.28,1.12,12.61,1.31,1.39
2012-04-16,1992.63,-16.28,-0.81,12.51,1.3,1.41
2012-04-17,1985.3,-7.33,-0.37,12.47,1.3,1.41
2012-04-18,2004.53,19.23,0.97,12.35,1.31,1.4
2012-04-19,1999.86,-4.67,-0.23,12.32,1.3,1.4
2012-04-20,1974.65,-25.21,-1.26,12.16,1.29,1.42
2012-04-23,1972.63,-2.02,-0.1,12.15,1.29,1.42
2012-04-24,1963.42,-9.21,-0.47,12.83,1.23,1.37
2012-04-25,1961.98,-1.44,-0.07,12.82,1.23,1.37
2012-04-26,1964.04,2.06,0.1,12.83,1.23,1.37
2012-04-27,1975.35,11.31,0.58,12.91,1.24,1.36
2012-04-30,1981.99,6.64,0.34,12.95,1.25,1.36
2012-05-02,1999.07,17.08,0.86,13.05,1.26,1.35
2012-05-03,1995.11,-3.96,-0.2,13.02,1.25,1.35
2012-05-04,1989.15,-5.96,-0.3,12.98,1.25,1.35
2012-05-07,1956.44,-32.71,-1.64,12.76,1.23,1.38
2012-05-08,1967.01,10.57,0.54,12.83,1.24,1.37
2012-05-09,1950.29,-16.72,-0.85,12.72,1.23,1.38
2012-05-10,1944.93,-5.36,-0.27,12.69,1.22,1.38
2012-05-11,1917.13,-27.8,-1.43,12.51,1.2,1.4
2012-05-14,1913.73,-3.4,-0.18,12.49,1.2,1.41
2012-05-15,1898.96,-14.77,-0.77,12.4,1.19,1.42
2012-05-16,1840.53,-58.43,-3.08,12.01,1.16,1.46
2012-05-17,1845.24,4.71,0.26,12.04,1.16,1.46
2012-05-18,1782.46,-62.78,-3.4,11.63,1.12,1.51
2012-05-21,1799.13,16.67,0.94,11.75,1.13,1.5
2012-05-22,1828.69,29.56,1.64,11.94,1.15,1.47
2012-05-23,1808.62,-20.07,-1.1,11.81,1.14,1.49
2012-05-24,1814.47,5.85,0.32,11.85,1.14,1.48
2012-05-25,1824.17,9.7,0.53,11.91,1.15,1.48
2012-05-29,1849.91,25.74,1.41,12.07,1.16,1.46
2012-05-30,1844.86,-5.05,-0.27,12.03,1.16,1.46
2012-05-31,1843.47,-1.39,-0.08,12.02,1.16,1.46
2012-06-01,1834.51,-8.96,-0.49,11.97,1.15,1.47
2012-06-04,1783.13,-51.38,-2.8,11.63,1.12,1.51
2012-06-05,1801.85,18.72,1.05,11.76,1.13,1.49
2012-06-07,1847.95,46.1,2.56,12.06,1.16,1.46
2012-06-08,1835.64,-12.31,-0.67,11.98,1.15,1.47
2012-06-11,1867.04,31.4,1.71,12.19,1.17,1.44
2012-06-12,1854.74,-12.3,-0.66,12.1,1.17,1.45
2012-06-13,1859.32,4.58,0.25,12.14,1.17,1.45
2012-06-14,1871.48,12.16,0.65,12.21,1.18,1.44
2012-06-15,1858.16,-13.32,-0.71,12.12,1.17,1.45
2012-06-18,1891.71,33.55,1.81,12.35,1.19,1.42
2012-06-19,1891.77,0.06,0,12.35,1.19,1.42
2012-06-20,1904.12,12.35,0.65,12.43,1.2,1.41
2012-06-21,1889.15,-14.97,-0.79,12.34,1.19,1.42
2012-06-22,1847.39,-41.76,-2.21,12.06,1.16,1.46
2012-06-25,1825.38,-22.01,-1.19,11.91,1.15,1.47
2012-06-26,1817.81,-7.57,-0.41,11.87,1.14,1.48
2012-06-27,1817.65,-0.16,-0.01,11.87,1.14,1.48
2012-06-28,1819.18,1.53,0.08,11.88,1.14,1.48
2012-06-29,1854.01,34.83,1.91,12.1,1.17,1.45
2012-07-02,1851.65,-2.36,-0.13,12.09,1.16,1.45
2012-07-03,1867.82,16.17,0.87,12.19,1.17,1.44
2012-07-04,1874.45,6.63,0.35,12.24,1.18,1.44
2012-07-05,1875.49,1.04,0.06,12.24,1.18,1.43
2012-07-06,1858.2,-17.29,-0.92,12.13,1.17,1.45
2012-07-09,1836.13,-22.07,-1.19,11.98,1.15,1.47
2012-07-10,1829.45,-6.68,-0.36,11.94,1.15,1.47
2012-07-11,1826.39,-3.06,-0.17,11.92,1.15,1.47
2012-07-12,1785.39,-41,-2.24,11.65,1.12,1.51
2012-07-13,1812.89,27.5,1.54,11.83,1.14,1.48
2012-07-16,1817.79,4.9,0.27,11.79,1.14,1.48
2012-07-17,1821.96,4.17,0.23,11.8,1.15,1.47
2012-07-18,1794.91,-27.05,-1.48,11.62,1.13,1.49
2012-07-19,1822.96,28.05,1.56,11.81,1.15,1.47
2012-07-20,1822.93,-0.03,0,11.81,1.15,1.47
2012-07-23,1789.44,-33.49,-1.84,11.59,1.13,1.5
2012-07-24,1793.93,4.49,0.25,11.62,1.13,1.49
2012-07-25,1769.31,-24.62,-1.37,11.46,1.11,1.52
2012-07-26,1782.47,13.16,0.74,11.55,1.12,1.5
2012-07-27,1829.16,46.69,2.62,11.85,1.15,1.47
2012-07-30,1843.79,14.63,0.8,11.94,1.16,1.45
2012-07-31,1881.99,38.2,2.07,12.19,1.18,1.42
2012-08-01,1879.93,-2.06,-0.11,12.17,1.18,1.43
2012-08-02,1869.4,-10.53,-0.56,11.98,1.18,1.43
2012-08-03,1848.68,-20.72,-1.11,11.85,1.16,1.45
2012-08-06,1885.88,37.2,2.01,12.09,1.19,1.42
2012-08-07,1886.8,0.92,0.05,12.1,1.19,1.42
2012-08-08,1903.23,16.43,0.87,12.2,1.2,1.41
2012-08-09,1940.59,37.36,1.96,12.52,1.21,1.37
2012-08-10,1946.4,5.81,0.3,12.55,1.22,1.36
2012-08-13,1932.44,-13.96,-0.72,12.46,1.21,1.37
2012-08-14,1956.96,24.52,1.27,12.62,1.22,1.36
2012-08-16,1957.91,0.95,0.05,12.63,1.22,1.35
2012-08-17,1946.54,-11.37,-0.58,12.56,1.22,1.36
2012-08-20,1946.31,-0.23,-0.01,12.55,1.22,1.36
2012-08-21,1943.22,-3.09,-0.16,12.53,1.22,1.37
2012-08-22,1935.19,-8.03,-0.41,12.48,1.21,1.37
2012-08-23,1942.54,7.35,0.38,12.53,1.22,1.37
2012-08-24,1919.81,-22.73,-1.17,12.38,1.2,1.38
2012-08-27,1917.87,-1.94,-0.1,12.37,1.2,1.38
2012-08-28,1916.33,-1.54,-0.08,12.36,1.2,1.38
2012-08-29,1928.54,12.21,0.64,12.44,1.21,1.38
2012-08-30,1906.38,-22.16,-1.15,12.29,1.19,1.39
2012-08-31,1905.12,-1.26,-0.07,12.28,1.19,1.39
2012-09-03,1912.71,7.59,0.4,12.33,1.2,1.39
2012-09-04,1907.13,-5.58,-0.29,12.3,1.19,1.39
2012-09-05,1874.03,-33.1,-1.74,12.08,1.17,1.42
2012-09-06,1881.24,7.21,0.38,12.13,1.18,1.41
2012-09-07,1929.58,48.34,2.57,12.45,1.21,1.37
2012-09-10,1924.7,-4.88,-0.25,12.43,1.2,1.38
2012-09-11,1920,-4.7,-0.24,12.4,1.2,1.38
2012-09-12,1950.03,30.03,1.56,12.59,1.22,1.36
2012-09-13,1950.69,0.66,0.03,12.59,1.22,1.36
2012-09-14,2007.58,56.89,2.92,12.96,1.26,1.32
2012-09-17,2002.35,-5.23,-0.26,12.93,1.25,1.32
2012-09-18,2004.96,2.61,0.13,12.95,1.25,1.32
2012-09-19,2007.88,2.92,0.15,12.96,1.26,1.32
2012-09-20,1990.33,-17.55,-0.87,12.85,1.25,1.33
2012-09-21,2002.37,12.04,0.6,12.93,1.25,1.32
2012-09-24,2003.44,1.07,0.05,12.93,1.25,1.32
2012-09-25,1991.41,-12.03,-0.6,12.86,1.25,1.33
2012-09-26,1980.44,-10.97,-0.55,12.79,1.24,1.34
2012-09-27,1988.7,8.26,0.42,12.82,1.24,1.33
2012-09-28,1996.21,7.51,0.38,12.86,1.25,1.33
2012-10-02,1996.03,-0.18,-0.01,12.86,1.25,1.33
2012-10-04,1992.68,-3.35,-0.17,12.84,1.25,1.33
2012-10-05,1995.17,2.49,0.12,12.84,1.25,1.33
2012-10-08,1981.89,-13.28,-0.67,12.73,1.24,1.34
2012-10-09,1979.04,-2.85,-0.14,12.72,1.24,1.34
2012-10-10,1948.22,-30.82,-1.56,12.51,1.22,1.36
2012-10-11,1933.09,-15.13,-0.78,12.42,1.21,1.38
2012-10-12,1933.26,0.17,0.01,12.42,1.21,1.37
2012-10-15,1925.59,-7.67,-0.4,12.37,1.2,1.38
2012-10-16,1941.54,15.95,0.83,12.48,1.21,1.37
2012-10-17,1955.15,13.61,0.7,12.57,1.22,1.36
2012-10-18,1959.12,3.97,0.2,12.59,1.22,1.36
2012-10-19,1943.84,-15.28,-0.78,12.49,1.21,1.37
2012-10-22,1941.59,-2.25,-0.12,12.48,1.21,1.37
2012-10-23,1926.81,-14.78,-0.76,12.38,1.2,1.38
2012-10-24,1913.96,-12.85,-0.67,12.3,1.2,1.39
2012-10-25,1924.5,10.54,0.55,12.36,1.2,1.38
2012-10-26,1891.43,-33.07,-1.72,12.15,1.18,1.41
2012-10-29,1891.52,0.09,0,12.15,1.18,1.4
2012-10-30,1899.58,8.06,0.43,12.2,1.19,1.4
2012-10-31,1912.06,12.48,0.66,12.28,1.19,1.39
2012-11-01,1898.44,-13.62,-0.71,12.21,1.19,1.4
2012-11-02,1918.72,20.28,1.07,12.34,1.2,1.38
2012-11-05,1908.22,-10.5,-0.55,12.27,1.19,1.39
2012-11-06,1928.17,19.95,1.05,12.4,1.21,1.38
2012-11-07,1937.55,9.38,0.49,12.46,1.21,1.37
2012-11-08,1914.41,-23.14,-1.19,12.31,1.2,1.39
2012-11-09,1904.41,-10,-0.52,12.31,1.19,1.4
2012-11-12,1900.87,-3.54,-0.19,12.29,1.19,1.4
2012-11-13,1889.7,-11.17,-0.59,12.22,1.18,1.41
2012-11-14,1894.04,4.34,0.23,12.25,1.18,1.4
2012-11-15,1870.72,-23.32,-1.23,12.09,1.17,1.42
2012-11-16,1860.83,-9.89,-0.53,12.03,1.16,1.43
2012-11-19,1878.1,17.27,0.93,12.15,1.17,1.41
2012-11-20,1890.18,12.08,0.64,12.23,1.18,1.41
2012-11-21,1884.04,-6.14,-0.32,12.18,1.18,1.41
2012-11-22,1899.5,15.46,0.82,12.29,1.19,1.4
2012-11-23,1911.33,11.83,0.62,12.36,1.2,1.39
2012-11-26,1908.51,-2.82,-0.15,12.34,1.19,1.39
2012-11-27,1925.2,16.69,0.87,12.45,1.2,1.38
2012-11-28,1912.78,-12.42,-0.65,12.37,1.2,1.39
2012-11-29,1934.85,22.07,1.15,12.51,1.21,1.37
2012-11-30,1932.9,-1.95,-0.1,12.5,1.21,1.37
2012-12-03,1940.02,7.12,0.37,12.55,1.21,1.37
2012-12-04,1935.18,-4.84,-0.25,12.51,1.21,1.37
2012-12-05,1947.04,11.86,0.61,12.59,1.22,1.36
2012-12-06,1949.62,2.58,0.13,12.61,1.22,1.36
2012-12-07,1957.45,7.83,0.4,12.66,1.22,1.36
2012-12-10,1957.42,-0.03,0,12.67,1.22,1.36
2012-12-11,1964.62,7.2,0.37,12.7,1.23,1.35
2012-12-12,1975.44,10.82,0.55,12.78,1.24,1.34
2012-12-13,2002.77,27.33,1.38,12.96,1.25,1.33
2012-12-14,1995.04,-7.73,-0.39,12.91,1.25,1.33
2012-12-17,1983.07,-11.97,-0.6,12.83,1.24,1.34
2012-12-18,1993.09,10.02,0.51,12.9,1.25,1.33
2012-12-20,1999.5,6.41,0.32,12.94,1.25,1.33
2012-12-21,1980.42,-19.08,-0.95,12.81,1.24,1.34
2012-12-24,1981.82,1.4,0.07,12.82,1.24,1.34
2012-12-26,1982.25,0.43,0.02,12.83,1.24,1.34
2012-12-27,1987.35,5.1,0.26,12.86,1.24,1.34
2012-12-28,1997.05,9.7,0.49,12.92,1.25,1.33
2013-01-02,2031.1,34.05,1.71,13.16,1.27,1.31
2013-01-03,2019.41,-11.69,-0.58,13.08,1.26,1.31
2013-01-04,2011.94,-7.47,-0.37,13.03,1.26,1.32
2013-01-07,2011.25,-0.69,-0.03,13.02,1.26,1.32
2013-01-08,1997.94,-13.31,-0.66,12.93,1.25,1.33
2013-01-09,1991.81,-6.13,-0.31,12.89,1.25,1.33
2013-01-10,2006.8,14.99,0.75,12.99,1.25,1.32
2013-01-11,1996.67,-10.13,-0.5,12.93,1.25,1.33
2013-01-14,2007.04,10.37,0.52,13,1.26,1.32
2013-01-15,1983.74,-23.3,-1.16,12.87,1.24,1.34
2013-01-16,1977.45,-6.29,-0.32,12.83,1.24,1.34
2013-01-17,1974.27,-3.18,-0.16,12.81,1.23,1.34
2013-01-18,1987.85,13.58,0.69,12.9,1.24,1.33
2013-01-21,1986.86,-0.99,-0.05,12.89,1.24,1.34
2013-01-22,1996.52,9.66,0.49,12.95,1.25,1.33
2013-01-23,1980.41,-16.11,-0.81,12.85,1.24,1.34
2013-01-24,1964.48,-15.93,-0.8,12.74,1.23,1.35
2013-01-25,1946.69,-17.79,-0.91,12.63,1.22,1.36
2013-01-28,1939.71,-6.98,-0.36,12.58,1.21,1.37
2013-01-29,1955.96,16.25,0.84,12.69,1.22,1.36
2013-01-30,1964.43,8.47,0.43,12.74,1.23,1.35
2013-01-31,1961.94,-2.49,-0.13,12.73,1.23,1.35
2013-02-01,1957.79,-4.15,-0.21,12.71,1.22,1.36
2013-02-04,1953.21,-4.58,-0.23,12.68,1.22,1.36
2013-02-05,1938.18,-15.03,-0.77,12.58,1.21,1.37
2013-02-06,1936.19,-1.99,-0.1,12.57,1.21,1.37
2013-02-07,1931.77,-4.42,-0.23,12.62,1.21,1.37
2013-02-08,1950.9,19.13,0.99,12.74,1.22,1.36
2013-02-12,1945.79,-5.11,-0.26,12.71,1.22,1.36
2013-02-13,1976.07,30.28,1.56,12.91,1.23,1.34
2013-02-14,1979.61,3.54,0.18,12.93,1.24,1.34
2013-02-15,1981.18,1.57,0.08,12.94,1.24,1.34
2013-02-18,1981.91,0.73,0.04,12.94,1.24,1.34
2013-02-19,1985.83,3.92,0.2,13.02,1.24,1.34
2013-02-20,2024.64,38.81,1.95,13.28,1.26,1.31
2013-02-21,2015.22,-9.42,-0.47,13.22,1.26,1.32
2013-02-22,2018.89,3.67,0.18,13.24,1.26,1.31
2013-02-25,2009.52,-9.37,-0.46,13.18,1.25,1.32
2013-02-26,2000.01,-9.51,-0.47,13.12,1.25,1.33
2013-02-27,2004.04,4.03,0.2,13.14,1.25,1.32
