date,close,change,change_pct,open,high,low,volume_thousand_shares,trading_value_million_krw,market_cap_million_krw
2011-12-21,1848.41,55.35,3.09,1837.99,1850.67,1831.26,516913,5239156,1051439059
2011-12-22,1847.49,-0.92,-0.05,1841.23,1847.49,1835.91,406415,3136029,1051156173
2011-12-23,1867.22,19.73,1.07,1861.07,1872.31,1859.4,466332,4322574,1064015237
2011-12-26,1856.7,-10.52,-0.56,1873.07,1873.79,1851.99,434745,3038602,1059014215
2011-12-27,1842.02,-14.68,-0.79,1856.78,1864.71,1813.48,529919,4359041,1050888614
2011-12-28,1825.12,-16.9,-0.92,1833.26,1833.26,1817.97,378657,3305494,1041003536
2011-12-29,1825.74,0.62,0.03,1815.63,1835.19,1806.88,344646,3632134,1041999162
2012-01-02,1826.37,0.63,0.03,1831.69,1837.81,1814.55,323359,3304264,1042325073
2012-01-03,1875.41,49.04,2.69,1846.56,1875.41,1846.56,443474,4831854,1070059481
2012-01-04,1866.22,-9.19,-0.49,1883.48,1884.69,1866.22,494500,4714360,1064738870
2012-01-05,1863.74,-2.48,-0.13,1869.42,1875.97,1860.57,533768,4856718,1063280532
2012-01-06,1843.14,-20.6,-1.11,1867.12,1867.12,1824.29,472681,4424491,1051727698
2012-01-09,1826.49,-16.65,-0.9,1832.04,1832.04,1810.48,395512,4237522,1043623188
2012-01-10,1853.22,26.73,1.46,1841.13,1859.55,1840.47,388644,4927969,1058727535
2012-01-11,1845.55,-7.67,-0.41,1857.54,1857.82,1843.12,447956,4862021,1054656344
2012-01-12,1864.57,19.02,1.03,1853.1,1864.57,1837.96,476341,5407363,1065104857
2012-01-13,1875.68,11.11,0.6,1865.72,1881.84,1861.53,475033,5955531,1071501488
2012-01-16,1859.27,-16.41,-0.87,1860.77,1863.32,1843.86,391916,3938145,1062045079
2012-01-17,1892.74,33.47,1.8,1878.16,1892.76,1878.16,431988,6003928,1081010124
2012-01-18,1892.39,-0.35,-0.02,1891.17,1898.7,1884.33,428003,6069244,1081149678
2012-01-19,1914.97,22.58,1.19,1912.43,1914.98,1902.02,374372,6480555,1094332650
2012-01-20,1949.89,34.92,1.82,1922.13,1952.09,1922.13,404777,7359092,1114258768
2012-01-25,1952.23,2.34,0.12,1947.74,1973.35,1945.14,375933,6168946,1115552158
2012-01-26,1957.18,4.95,0.25,1959.19,1962.71,1949.51,408022,5549398,1117841827
2012-01-27,1964.83,7.65,0.39,1960.7,1966.2,1949.46,448919,6147986,1122208777
2012-01-30,1940.55,-24.28,-1.24,1956.63,1961.6,1936.14,411696,6395980,1108364922
2012-01-31,1955.79,15.24,0.79,1943.25,1960.44,1936.68,469194,6707348,1117151542
2012-02-01,1959.24,3.45,0.18,1948.57,1969.8,1947.46,501062,7156315,1119009871
2012-02-02,1984.3,25.06,1.28,1982.23,1993.88,1977.32,641047,8775975,1133236176
2012-02-03,1972.34,-11.96,-0.6,1982.24,1982.62,1961.95,535879,7522074,1126229235
2012-02-06,1973.13,0.79,0.04,1994.21,1996.05,1964.77,523217,7292492,1126834106
2012-02-07,1981.59,8.46,0.43,1976.77,1983.82,1971.33,539408,6581705,1131812830
2012-02-08,2003.73,22.14,1.12,1985.21,2003.73,1982.99,587909,7495414,1144240174
2012-02-09,2014.62,10.89,0.54,1998.2,2014.62,1978.51,557636,7982308,1150304988
2012-02-10,1993.71,-20.91,-1.04,2010.04,2011.52,1986.96,696742,7615142,1138181428
2012-02-13,2005.74,12.03,0.6,2000.66,2010.66,1991.28,452787,5757137,1145155872
2012-02-14,2002.64,-3.1,-0.15,1999.53,2008.65,1995.6,515881,6677664,1143629953
2012-02-15,2025.32,22.68,1.13,2012,2026.75,2009.68,681465,7694193,1156737378
2012-02-16,1997.45,-27.87,-1.38,2005.37,2012.44,1995.99,696686,6857741,1141138846
2012-02-17,2023.47,26.02,1.3,2025.56,2031.4,2019.79,731090,7480494,1156075606
2012-02-20,2024.9,1.43,0.07,2041.51,2047.43,2024.59,733915,6249373,1156912787
2012-02-21,2024.24,-0.66,-0.03,2022.05,2030.46,2007.46,709018,5622725,1156557672
2012-02-22,2028.65,4.41,0.22,2018.07,2028.93,2015.3,883739,6211737,1158991311
2012-02-23,2007.8,-20.85,-1.03,2016.46,2016.46,2001.25,690116,6379231,1150128511
2012-02-24,2019.89,12.09,0.6,2010.6,2019.9,1998.39,717914,5712026,1157117870
2012-02-27,1991.16,-28.73,-1.42,2013.61,2013.69,1987.74,636010,5581133,1140967727
2012-02-28,2003.69,12.53,0.63,1995.93,2006.26,1992.66,607928,6354433,1148095229
2012-02-29,2030.25,26.56,1.33,2015.38,2033.63,2015.38,562640,6814214,1163380790
2012-03-02,2034.63,4.38,0.22,2041.52,2046.82,2033.5,483187,5842717,1165946320
2012-03-05,2016.06,-18.57,-0.91,2028.97,2030.57,2011.5,548009,5127361,1155198110
2012-03-06,2000.36,-15.7,-0.78,2019.28,2023.83,1988.86,554733,5298150,1146426068
2012-03-07,1982.15,-18.21,-0.91,1968.72,1987.97,1966.69,511288,4976381,1136045079
2012-03-08,2000.76,18.61,0.94,1989.3,2004.72,1978.79,456093,6381064,1147029155
2012-03-09,2018.3,17.54,0.88,2017.67,2022.95,2001.67,416398,5404975,1157242883
2012-03-12,2002.5,-15.8,-0.78,2018.73,2019.14,2001.5,375480,4812518,1148208381
2012-03-13,2025.04,22.54,1.13,2012.91,2028.98,2012.91,448922,5657247,1161650378
2012-03-14,2045.08,20.04,0.99,2050.5,2057.28,2045.08,541113,6427318,1173323539
2012-03-15,2043.76,-1.32,-0.06,2044.01,2050.48,2038.6,476105,6006292,1172998457
2012-03-16,2034.44,-9.32,-0.46,2054.63,2054.99,2034.21,464242,5913260,1168105341
2012-03-19,2047,12.56,0.62,2040.07,2050.87,2036.35,555801,4976576,1175510789
2012-03-20,2042.15,-4.85,-0.24,2046.38,2055.34,2035.26,540337,5404193,1172815783
2012-03-21,2027.23,-14.92,-0.73,2031.58,2039.8,2022.97,517067,5174204,1164159170
2012-03-22,2026.12,-1.11,-0.05,2026.75,2031.42,2017.93,541726,5301426,1164051273
2012-03-23,2026.83,0.71,0.04,2015.07,2029.77,2013.72,506770,4829003,1164693249
2012-03-26,2019.19,-7.64,-0.38,2035.17,2041.05,2012.86,436975,4591120,1160220832
2012-03-27,2039.76,20.57,1.02,2042.47,2043.75,2028.39,606413,5147275,1172477800
2012-03-28,2031.74,-8.02,-0.39,2034.35,2038.45,2028.11,533801,5117814,1168088126
2012-03-29,2014.41,-17.33,-0.85,2019.41,2025.23,2004.94,470321,5007462,1157849112
2012-03-30,2014.04,-0.37,-0.02,2011.5,2018.09,2002.61,449871,5332965,1157582327
2012-04-02,2029.29,15.25,0.76,2022.42,2031.79,2015.72,409917,4339315,1166447109
2012-04-03,2049.28,19.99,0.99,2040.81,2051.8,2038.52,593278,6089846,1178138420
2012-04-04,2018.61,-30.67,-1.5,2046.9,2048.11,2015.57,621544,6426545,1160637903
2012-04-05,2028.77,10.16,0.5,2006.27,2030.69,1997.12,549308,5773456,1166855952
2012-04-06,2029.03,0.26,0.01,2026.32,2033.49,2022.81,536307,4563184,1166979558
2012-04-09,1997.08,-31.95,-1.57,2008.03,2009.36,1995.8,466746,4320749,1148860808
2012-04-10,1994.41,-2.67,-0.13,2000.77,2011.27,1990.13,543736,4966683,1147902758
2012-04-12,1986.63,-7.78,-0.39,1985.16,1986.63,1969.09,391511,5013904,1143425422
2012-04-13,2008.91,22.28,1.12,2001.71,2011.37,1996.23,495288,5489206,1156388307
2012-04-16,1992.63,-16.28,-0.81,1985.28,1998.35,1982.93,452523,3936659,1146989840
2012-04-17,1985.3,-7.33,-0.37,1995.33,1999.5,1982.44,445682,3989376,1141883974
2012-04-18,2004.53,19.23,0.97,2014.23,2014.95,2001.59,382938,4644963,1153190210
2012-04-19,1999.86,-4.67,-0.23,2000.4,2008.82,1994.61,412119,4130929,1150475581
2012-04-20,1974.65,-25.21,-1.26,1988.22,1988.22,1970.54,518733,4841201,1135852718
2012-04-23,1972.63,-2.02,-0.1,1971.39,1980.94,1964.12,585160,3579012,1134461838
2012-04-24,1963.42,-9.21,-0.47,1956.75,1972.24,1954.01,630804,5046901,1129400078
2012-04-25,1961.98,-1.44,-0.07,1980.51,1980.51,1961.97,681754,5090881,1129236340
2012-04-26,1964.04,2.06,0.1,1976.82,1979.43,1955.05,607424,5348150,1131131025
2012-04-27,1975.35,11.31,0.58,1972.05,1983.26,1967.84,484705,5349492,1137649563
2012-04-30,1981.99,6.64,0.34,1989.52,1991.12,1975.46,837865,6360434,1141667287
2012-05-02,1999.07,17.08,0.86,1994.17,2001.11,1989.55,653037,6688236,1151291103
2012-05-03,1995.11,-3.96,-0.2,1995.78,1998.9,1990.45,685809,4661425,1148799331
2012-05-04,1989.15,-5.96,-0.3,1987.03,1992.1,1981.58,608821,4948438,1144803204
2012-05-07,1956.44,-32.71,-1.64,1956.06,1960.51,1952.42,533663,4781277,1125871515
2012-05-08,1967.01,10.57,0.54,1967.28,1969.64,1961.44,492688,4225838,1131748885
2012-05-09,1950.29,-16.72,-0.85,1958.31,1962.04,1945.31,468023,4964577,1122527694
2012-05-10,1944.93,-5.36,-0.27,1944.8,1951.51,1937.14,425056,4465626,1119563513
2012-05-11,1917.13,-27.8,-1.43,1939,1939,1915.69,535932,4444515,1103853398
2012-05-14,1913.73,-3.4,-0.18,1917.26,1921.65,1900.43,399003,4080376,1102333436
2012-05-15,1898.96,-14.77,-0.77,1897.74,1904.99,1881.8,524595,5241113,1092989231
2012-05-16,1840.53,-58.43,-3.08,1886.69,1889.29,1840.23,426185,5565576,1059206810
2012-05-17,1845.24,4.71,0.26,1842.83,1856.34,1833.08,444286,5683444,1062131980
2012-05-18,1782.46,-62.78,-3.4,1813.79,1813.79,1779.47,547768,5754319,1026148099
2012-05-21,1799.13,16.67,0.94,1801.48,1804.48,1788.33,414130,4277567,1035910281
2012-05-22,1828.69,29.56,1.64,1825.82,1831.06,1813.53,428371,4943176,1053281065
2012-05-23,1808.62,-20.07,-1.1,1815.33,1815.33,1796.5,447564,4206101,1041766826
2012-05-24,1814.47,5.85,0.32,1807.07,1816.98,1800.74,407901,3601428,1044704233
2012-05-25,1824.17,9.7,0.53,1818.62,1831.78,1815.54,386490,3585646,1050270743
2012-05-29,1849.91,25.74,1.41,1821.63,1851.94,1817.9,327998,3816908,1065015034
2012-05-30,1844.86,-5.05,-0.27,1846.12,1846.6,1828.83,417042,3917782,1062117051
2012-05-31,1843.47,-1.39,-0.08,1819.99,1843.49,1813.01,447946,4660585,1061319739
2012-06-01,1834.51,-8.96,-0.49,1832.08,1842,1821.98,334419,3587178,1056367509
2012-06-04,1783.13,-51.38,-2.8,1782.58,1794.02,1776.85,395064,4941462,1026592897
2012-06-05,1801.85,18.72,1.05,1799.88,1806.11,1791.84,338829,3546020,1036839482
2012-06-07,1847.95,46.1,2.56,1839.49,1853.2,1839.49,403444,4677425,1064083501
2012-06-08,1835.64,-12.31,-0.67,1854,1854.59,1832.83,379829,3465342,1057085865
2012-06-11,1867.04,31.4,1.71,1860.9,1869.33,1859.74,382218,4408894,1075207660
2012-06-12,1854.74,-12.3,-0.66,1840.56,1857.93,1840.1,421369,3632154,1068263520
2012-06-13,1859.32,4.58,0.25,1867.45,1867.45,1849.71,558262,3805454,1070840843
2012-06-14,1871.48,12.16,0.65,1856.57,1871.48,1855.06,426635,4896637,1077791320
2012-06-15,1858.16,-13.32,-0.71,1871.48,1871.48,1847.19,452512,4777991,1070011533
2012-06-18,1891.71,33.55,1.81,1892.91,1901.11,1887.05,376282,4440194,1088974318
2012-06-19,1891.77,0.06,0,1885.56,1895.32,1883.56,380909,3535401,1089324564
2012-06-20,1904.12,12.35,0.65,1908.19,1908.19,1895.27,367742,3705294,1096458950
2012-06-21,1889.15,-14.97,-0.79,1895.51,1900.44,1879.65,390170,3948385,1087804494
2012-06-22,1847.39,-41.76,-2.21,1861.44,1863.57,1843.57,300708,4348371,1063610778
2012-06-25,1825.38,-22.01,-1.19,1842.76,1842.76,1813.41,291235,4152682,1050785208
2012-06-26,1817.81,-7.57,-0.41,1818.51,1826.66,1814.46,313272,3648161,1046665326
2012-06-27,1817.65,-0.16,-0.01,1815.7,1821.47,1795.16,319484,4308729,1046790699
2012-06-28,1819.18,1.53,0.08,1826.37,1827.35,1806.08,309661,3195505,1047795578
2012-06-29,1854.01,34.83,1.91,1808.61,1854.01,1801.63,320634,4391617,1068289006
2012-07-02,1851.65,-2.36,-0.13,1864.73,1865.93,1851.28,273629,3608517,1066660642
2012-07-03,1867.82,16.17,0.87,1858.7,1871.08,1858.44,348202,4876714,1075734342
2012-07-04,1874.45,6.63,0.35,1875.52,1881.68,1871.84,336136,4585140,1079555524
2012-07-05,1875.49,1.04,0.06,1870.53,1878.13,1866.91,324185,3654492,1080125976
2012-07-06,1858.2,-17.29,-0.92,1877.74,1880.36,1850.1,340654,3635830,1070261267
2012-07-09,1836.13,-22.07,-1.19,1840.3,1844.32,1833.11,282037,3317178,1057173473
2012-07-10,1829.45,-6.68,-0.36,1843.77,1845.94,1823.79,368859,3372767,1053408427
2012-07-11,1826.39,-3.06,-0.17,1825.53,1827.6,1813.79,336688,3358554,1051690095
2012-07-12,1785.39,-41,-2.24,1827.82,1830.77,1785.32,320829,4358848,1028668796
2012-07-13,1812.89,27.5,1.54,1790.98,1820.66,1773.67,348543,4718750,1044743880
2012-07-16,1817.79,4.9,0.27,1820.34,1821.84,1807.11,268354,3255305,1047725143
2012-07-17,1821.96,4.17,0.23,1808.63,1835.64,1802.07,412610,4832967,1050199043
2012-07-18,1794.91,-27.05,-1.48,1821.28,1827.95,1790.36,454662,4457597,1034867688
2012-07-19,1822.96,28.05,1.56,1820.84,1830.09,1815.71,488683,4724745,1050949412
2012-07-20,1822.93,-0.03,0,1823.95,1830.26,1818.84,412102,3646406,1050970343
2012-07-23,1789.44,-33.49,-1.84,1799.24,1799.24,1780.01,502128,3651276,1031954036
2012-07-24,1793.93,4.49,0.25,1784.47,1796.02,1781.6,490621,4172879,1034810656
2012-07-25,1769.31,-24.62,-1.37,1760.22,1785.84,1758.99,468022,3842058,1020501865
2012-07-26,1782.47,13.16,0.74,1778.01,1787.2,1766.81,409562,3863428,1028107064
2012-07-27,1829.16,46.69,2.62,1812.98,1829.16,1805.92,397607,4602746,1054977770
2012-07-30,1843.79,14.63,0.8,1847.01,1850.27,1841.4,337204,3875817,1063861034
2012-07-31,1881.99,38.2,2.07,1845.46,1896.83,1842.51,359153,5633706,1086394781
2012-08-01,1879.93,-2.06,-0.11,1870.58,1886.32,1867.28,291295,3816142,1084790566
2012-08-02,1869.4,-10.53,-0.56,1883.68,1885.89,1864.86,270464,3390042,1078498131
2012-08-03,1848.68,-20.72,-1.11,1846.58,1864.13,1843.87,257939,3673628,1066405975
2012-08-06,1885.88,37.2,2.01,1883.62,1894.92,1881.86,245574,4182701,1087882765
2012-08-07,1886.8,0.92,0.05,1883.82,1891.6,1881.66,325270,3525354,1088393623
2012-08-08,1903.23,16.43,0.87,1896.58,1919.61,1896.56,485570,5626297,1097977281
2012-08-09,1940.59,37.36,1.96,1907.13,1947.08,1907.13,495273,6518438,1119109791
2012-08-10,1946.4,5.81,0.3,1937.89,1948.05,1933.93,326530,4049621,1122381481
2012-08-13,1932.44,-13.96,-0.72,1945.33,1946.2,1932.4,352650,3152880,1114255129
2012-08-14,1956.96,24.52,1.27,1942.61,1957.15,1939.45,341113,4089113,1128271457
2012-08-16,1957.91,0.95,0.05,1956.35,1959.92,1947.26,430511,4055062,1128752857
2012-08-17,1946.54,-11.37,-0.58,1964.07,1964.07,1941.79,372454,4697054,1121728936
2012-08-20,1946.31,-0.23,-0.01,1944.67,1949.89,1938.25,357942,3826162,1121324925
2012-08-21,1943.22,-3.09,-0.16,1954.51,1961.07,1942.61,407533,3828106,1120075754
2012-08-22,1935.19,-8.03,-0.41,1939.6,1947.43,1917.48,422802,4094898,1115623946
2012-08-23,1942.54,7.35,0.38,1934.56,1942.97,1924.5,604386,4245147,1119830449
2012-08-24,1919.81,-22.73,-1.17,1921.08,1927.1,1913.75,631348,4419263,1106840712
2012-08-27,1917.87,-1.94,-0.1,1909.02,1925.15,1907.5,572932,6022605,1104541986
2012-08-28,1916.33,-1.54,-0.08,1922.02,1925.7,1910.58,611920,4481779,1103880064
2012-08-29,1928.54,12.21,0.64,1920.49,1931,1914.82,592385,4877706,1111060818
2012-08-30,1906.38,-22.16,-1.15,1922.82,1922.82,1897.07,747759,5013685,1098305125
2012-08-31,1905.12,-1.26,-0.07,1897.16,1912.24,1896.84,659108,4471843,1098073005
2012-09-03,1912.71,7.59,0.4,1909.06,1921.84,1885.03,597138,4250214,1102301322
2012-09-04,1907.13,-5.58,-0.29,1911.47,1916.16,1906.22,881537,4690466,1099297640
2012-09-05,1874.03,-33.1,-1.74,1894.7,1894.7,1874.03,624137,4689669,1080506783
2012-09-06,1881.24,7.21,0.38,1881.54,1888.18,1873.49,752889,4251232,1084687321
2012-09-07,1929.58,48.34,2.57,1918.36,1929.58,1915.56,597675,5882174,1112760759
2012-09-10,1924.7,-4.88,-0.25,1934.63,1937.85,1924.7,620841,4325769,1110189442
2012-09-11,1920,-4.7,-0.24,1920.46,1923.09,1912.47,718729,4342536,1107381958
2012-09-12,1950.03,30.03,1.56,1931.44,1953.03,1927.75,708400,5253227,1124103484
2012-09-13,1950.69,0.66,0.03,1948.27,1955.03,1938.74,983078,6096823,1124489630
2012-09-14,2007.58,56.89,2.92,1994.42,2008.97,1991.13,1023863,9187632,1156966116
2012-09-17,2002.35,-5.23,-0.26,2005.54,2011.5,1997.79,881694,6581190,1153893803
2012-09-18,2004.96,2.61,0.13,1998.3,2005.73,1995.83,855270,5112223,1155105880
2012-09-19,2007.88,2.92,0.15,2000.2,2012.74,1993.91,959923,5811358,1156471187
2012-09-20,1990.33,-17.55,-0.87,1997.65,2004.54,1987.94,618390,5363196,1146250923
2012-09-21,2002.37,12.04,0.6,2000.05,2005.11,1991.56,649195,4964442,1153267051
2012-09-24,2003.44,1.07,0.05,1996.42,2005.45,1977.7,482969,4272566,1154292328
2012-09-25,1991.41,-12.03,-0.6,1994.08,2004.26,1988.88,528994,4596751,1147413338
2012-09-26,1980.44,-10.97,-0.55,1973.11,1986.28,1968.85,1209791,4851962,1141196555
2012-09-27,1988.7,8.26,0.42,1969.65,1991.26,1969.6,693725,4727368,1145989479
2012-09-28,1996.21,7.51,0.38,2000.01,2000.01,1988.41,678168,5087597,1150626143
2012-10-02,1996.03,-0.18,-0.01,1998.52,2003.63,1995.12,496278,3678874,1150652664
2012-10-04,1992.68,-3.35,-0.17,1998.73,1998.99,1983.03,596926,4951129,1148638346
2012-10-05,1995.17,2.49,0.12,2004.62,2007.84,1991.21,681224,4480731,1150075379
2012-10-08,1981.89,-13.28,-0.67,1994.05,1994.05,1979.24,508309,4565278,1142562180
2012-10-09,1979.04,-2.85,-0.14,1982.09,1992.32,1979,516873,3793009,1140839282
2012-10-10,1948.22,-30.82,-1.56,1961.9,1962.72,1948.22,449390,4725647,1123202852
2012-10-11,1933.09,-15.13,-0.78,1934.49,1949.74,1919.82,464109,4678414,1114374056
2012-10-12,1933.26,0.17,0.01,1937.85,1940.32,1927.39,398788,3785419,1114540759
2012-10-15,1925.59,-7.67,-0.4,1927.82,1937.15,1921.32,567911,4591523,1110236893
2012-10-16,1941.54,15.95,0.83,1942.51,1944.22,1931.09,538401,3850082,1119646426
2012-10-17,1955.15,13.61,0.7,1955.78,1965.53,1949.71,499782,4259891,1127621147
2012-10-18,1959.12,3.97,0.2,1960.39,1963.53,1954.1,494960,4290434,1129958653
2012-10-19,1943.84,-15.28,-0.78,1954.33,1958.64,1938.96,383231,4151882,1121129094
2012-10-22,1941.59,-2.25,-0.12,1910.98,1942.64,1910.23,458103,3819124,1120038801
2012-10-23,1926.81,-14.78,-0.76,1943.79,1944.38,1926.81,538989,4208759,1111855283
2012-10-24,1913.96,-12.85,-0.67,1907.16,1922.02,1901.62,564643,5648214,1104237923
2012-10-25,1924.5,10.54,0.55,1906.91,1924.51,1904.95,438066,4873525,1110711563
2012-10-26,1891.43,-33.07,-1.72,1917.64,1921.25,1890.15,437522,4605466,1091761764
2012-10-29,1891.52,0.09,0,1901.83,1905.22,1884.77,371725,4174207,1091751633
2012-10-30,1899.58,8.06,0.43,1894.05,1913.52,1893.75,334133,3451550,1096593774
2012-10-31,1912.06,12.48,0.66,1912.83,1918.4,1909.08,397246,3834393,1103576637
2012-11-01,1898.44,-13.62,-0.71,1903.57,1904.99,1887.56,402382,5289641,1095728662
2012-11-02,1918.72,20.28,1.07,1920.55,1921.98,1915.11,441214,5579978,1107339107
2012-11-05,1908.22,-10.5,-0.55,1905.46,1914.38,1903.32,343426,4609926,1101072181
2012-11-06,1928.17,19.95,1.05,1911.83,1928.17,1908.49,545831,4572507,1112593988
2012-11-07,1937.55,9.38,0.49,1933.79,1937.55,1916.81,556715,4679606,1118043980
2012-11-08,1914.41,-23.14,-1.19,1912.64,1918.69,1905.62,659652,5391310,1104987667
2012-11-09,1904.41,-10,-0.52,1893.09,1907.57,1879.06,636226,4801897,1100225445
2012-11-12,1900.87,-3.54,-0.19,1899.3,1903.81,1892.68,473261,3779624,1098188004
2012-11-13,1889.7,-11.17,-0.59,1904.19,1904.97,1881.85,494880,3925921,1091947201
2012-11-14,1894.04,4.34,0.23,1891.45,1895.48,1880.61,533942,4761323,1094739528
2012-11-15,1870.72,-23.32,-1.23,1870.29,1875.49,1859.79,450853,4184445,1081106218
2012-11-16,1860.83,-9.89,-0.53,1865.81,1872.69,1856.81,465049,4059171,1075506875
2012-11-19,1878.1,17.27,0.93,1869.76,1884.11,1869.23,349357,3257143,1085323855
2012-11-20,1890.18,12.08,0.64,1896.58,1897.56,1886.34,372346,3720393,1092541549
2012-11-21,1884.04,-6.14,-0.32,1895.72,1899.6,1878.25,380800,4006652,1089264066
2012-11-22,1899.5,15.46,0.82,1894.66,1903.27,1893.18,412817,3761087,1098233012
2012-11-23,1911.33,11.83,0.62,1901.73,1911.33,1894.58,329951,3590899,1105199098
2012-11-26,1908.51,-2.82,-0.15,1918.01,1918.11,1905.95,276752,3232184,1103415433
2012-11-27,1925.2,16.69,0.87,1917.14,1930.24,1913.97,588282,4818489,1112984465
2012-11-28,1912.78,-12.42,-0.65,1916.31,1916.76,1906.2,408908,3910524,1105847799
2012-11-29,1934.85,22.07,1.15,1922.86,1935.1,1922.51,388791,4855980,1118739859
2012-11-30,1932.9,-1.95,-0.1,1932.71,1941.84,1927.98,337273,4537196,1117290216
2012-12-03,1940.02,7.12,0.37,1937.28,1944.75,1933.67,314888,3391220,1121725229
2012-12-04,1935.18,-4.84,-0.25,1932.66,1938.28,1928.09,294802,2930092,1119033437
2012-12-05,1947.04,11.86,0.61,1933.45,1949.7,1930.15,492576,4149400,1126088698
2012-12-06,1949.62,2.58,0.13,1948.55,1955.07,1946.03,345317,4687785,1127456895
2012-12-07,1957.45,7.83,0.4,1953.17,1963.06,1952.83,413446,4411713,1131804752
2012-12-10,1957.42,-0.03,0,1965.71,1970.19,1955.39,367566,3692643,1132069724
2012-12-11,1964.62,7.2,0.37,1962.52,1965.68,1956.75,404828,4558816,1136101079
2012-12-12,1975.44,10.82,0.55,1972.33,1975.44,1966.91,459715,4705026,1142000638
2012-12-13,2002.77,27.33,1.38,1976.18,2002.78,1976.18,421460,6047125,1157693818
2012-12-14,1995.04,-7.73,-0.39,1989.42,1999.65,1985.19,350497,4319652,1153466792
2012-12-17,1983.07,-11.97,-0.6,1993.18,1999.38,1981.13,366678,4300934,1145967170
2012-12-18,1993.09,10.02,0.51,1990.72,1993.09,1979.22,454272,4642140,1151887181
2012-12-20,1999.5,6.41,0.32,2002.11,2006.08,1991.81,421934,5537023,1155383532
2012-12-21,1980.42,-19.08,-0.95,2004.61,2004.67,1976.09,553671,5362182,1144544275
2012-12-24,1981.82,1.4,0.07,1984.18,1985.57,1977,348173,3245615,1145532207
2012-12-26,1982.25,0.43,0.02,1992.1,2000.92,1982.25,457994,3618714,1145745523
2012-12-27,1987.35,5.1,0.26,1979.46,1987.91,1971.53,376071,3065826,1148494546
2012-12-28,1997.05,9.7,0.49,1984.84,2002.67,1984.84,302927,3299123,1154294167
2013-01-02,2031.1,34.05,1.71,2013.74,2033.66,2012.3,364080,4458542,1173709279
2013-01-03,2019.41,-11.69,-0.58,2041.24,2042.48,2018.49,491014,6093650,1166944775
2013-01-04,2011.94,-7.47,-0.37,2017.88,2018.63,2001.53,378862,4790453,1162497621
2013-01-07,2011.25,-0.69,-0.03,2012.15,2014,1996.47,536220,4009482,1162757557
2013-01-08,1997.94,-13.31,-0.66,2003.22,2009.99,1997.91,493728,3991999,1155472783
2013-01-09,1991.81,-6.13,-0.31,2001.98,2007.72,1989.48,607581,4026867,1151782175
2013-01-10,2006.8,14.99,0.75,1993.87,2008.47,1988.04,500778,4556501,1161043326
2013-01-11,1996.67,-10.13,-0.5,2017.38,2017.92,1984.16,472563,4428254,1155151736
2013-01-14,2007.04,10.37,0.52,1993.82,2007.04,1989.24,454751,4337575,1160778195
2013-01-15,1983.74,-23.3,-1.16,2006.89,2016.37,1983.74,546220,4426687,1146848277
2013-01-16,1977.45,-6.29,-0.32,1988.44,1996.46,1970.01,457618,4284521,1143419498
2013-01-17,1974.27,-3.18,-0.16,1983.67,1986.34,1964.62,828726,4101672,1141624356
2013-01-18,1987.85,13.58,0.69,1987.65,1988.47,1976.72,583335,3913549,1149473577
2013-01-21,1986.86,-0.99,-0.05,1987.96,1991.98,1972.64,446597,3818733,1149008976
2013-01-22,1996.52,9.66,0.49,1986.58,1999.35,1981.88,553442,4258823,1154805976
2013-01-23,1980.41,-16.11,-0.81,2003.37,2008.06,1980.41,491356,4203441,1145572582
2013-01-24,1964.48,-15.93,-0.8,1970.85,1980.03,1960.75,558392,4556605,1136333926
2013-01-25,1946.69,-17.79,-0.91,1966.4,1966.83,1934.89,401831,5049357,1125963519
